symbol,market_cap_cr
THEJO,1968.5
NELCO,1964.2
TIRUMALCHM,1953.0
HGS,1952.9
EIHAHOTELS,1952.4
NDRAUTO,1946.6
GRMOVER,1928.9
MARSONS,1922.2
MUKANDLTD,1921.8
GSPCROP,1921.0
CEINSYS,1915.7
HESTERBIO,1911.5
KRISHNADEF,1908.3
INSECTICID,1905.9
NILKAMAL,1901.5
MTNL,1895.7
STUDDS,1891.1
IPL,1878.5
WALCHANNAG,1870.2
GNA,1867.5
SHK,1854.8
DLINKINDIA,1845.4
SHALBY,1840.7
HITECH,1824.4
SURYODAY,1822.9
GTLINFRA,1818.9
RICOAUTO,1815.8
VIKRAN,1813.9
JAYBARMARU,1813.2
DYCL,1809.9
NGLFINE,1807.2
ASIANENE,1797.9
QUADFUTURE,1793.4
LANDMARK,1792.1
UEL,1785.1
JISLDVREQS,1783.2
WINDLAS,1780.9
SAKAR,1777.9
DSSL,1759.0
ARMANFIN,1754.0
KRSNAA,1753.8
GOODYEAR,1753.1
INDIANHUME,1751.1
INDSWFTLAB,1747.9
GANDHAR,1730.0
ASALCBR,1726.8
MBEL,1725.9
DELTACORP,1723.1
YATRA,1719.5
BFINVEST,1718.6
ESAFSFB,1679.4
WAAREEINDO,1668.3
SPMLINFRA,1667.9
GARUDA,1665.6
SUMEETINDS,1665.2
SUMMITSEC,1660.1
NAVKARCORP,1659.5
5PAISA,1658.8
TINNARUBR,1657.4
GPTINFRA,1646.5
TIL,1643.9
AURUM,1643.1
ACCELYA,1642.8
PNBGILTS,1637.9
JGCHEM,1629.9
KALAMANDIR,1622.3
ASTEC,1616.6
BLUSPRING,1610.2
MOTISONS,1609.6
ALGOQUANT,1609.6
ASIANTILES,1608.7
JINDRILL,1602.5
SHANTIGOLD,1593.3
MCLOUD,1592.8
SOLARWORLD,1587.0
RACLGEAR,1582.7
STEELXIND,1577.8
MOBIKWIK,1569.0
AEROENTER,1559.4
ONIDA,1553.7
AMRUTANJAN,1549.0
ALLTIME,1539.4
INFOBEAN,1530.9
SMCGLOBAL,1525.5
FAZE3Q,1516.9
SHRIRAMPPS,1516.3
IZMO,1514.1
ONEPOINT,1509.4
UGROCAP,1508.3
WENDT,1504.2
IVALUE,1502.1
IGARASHI,1493.5
DEN,1492.3
ARFIN,1484.8
HUHTAMAKI,1484.6
DOLPHIN,1484.2
DOLLAR,1482.8
JAGSNPHARM,1468.1
SKMEGGPROD,1465.8
NINSYS,1458.2
SDBL,1457.2
DIFFNKG,1442.4
GODAVARIB,1442.1
ELECTHERM,1441.2
PRECAM,1429.5
DCW,1424.1
OMAXE,1415.2
JAGRAN,1415.0
SESHAPAPER,1412.0
SURAKSHA,1411.4
SPIC,1409.0
CLSEL,1408.2
TEXINFRA,1406.8
JYOTISTRUC,1399.0
GALAPREC,1397.0
BHARATWIRE,1394.1
IGPL,1388.8
VIDHIING,1388.7
TARSONS,1385.5
BOROSCI,1385.2
ROTO,1382.8
NIITLTD,1373.5
PASHUPATI,1368.8
IMPAL,1366.6
GENESYS,1361.7
IFGLEXPOR,1340.7
EKC,1339.8
AWHCL,1334.5
STLNETWORK,1333.4
RUPA,1328.4
SIGNPOST,1323.2
RAJRILTD,1313.7
WEL,1313.3
SULA,1306.8
MAHASTEEL,1306.5
SYNCOMF,1305.7
ATULAUTO,1300.3
DIGITIDE,1289.7
SHREEPUSHK,1287.4
EXPLEOSOL,1286.6
SEPC,1286.0
RATNAVEER,1285.7
TTKHLTCARE,1285.2
DOLATALGO,1280.4
CAPITALSFB,1278.7
ANDHRAPAP,1271.6
GREENPOWER,1269.2
APEX,1269.1
UNITECH,1268.9
DHANBANK,1265.0
LINCOLN,1261.9
MOL,1260.6
PUNJABCHEM,1259.0
PLATIND,1257.6
AYMSYNTEX,1256.9
BHAGYANGR,1254.7
ASIANHOTNR,1254.1
RIIL,1253.5
HARIOMPIPE,1244.9
TBZ,1241.2
LAXMIDENTL,1238.3
PNGSREVA,1236.2
UDS,1233.9
PAUSHAKLTD,1232.8
BLKASHYAP,1232.3
KROSS,1228.3
RGL,1225.1
FINOPB,1223.4
ALLDIGI,1220.7
ALLCARGO,1220.7
INDOBORAX,1218.1
IKIO,1212.4
ICEMAKE,1207.9
HITECHGEAR,1207.2
HARDWYN,1205.9
GPTHEALTH,1204.6
INDORAMA,1195.9
GULPOLY,1182.1
BUTTERFLY,1180.1
BHARATSE,1172.7
SOLEX,1172.1
MONTECARLO,1156.8
NELCAST,1156.0
JPOLYINVST,1152.3
SRM,1152.0
MACPOWER,1150.6
SALZERELEC,1145.8
VHL,1143.4
ORIENTTECH,1139.7
JARO,1137.6
EXCELINDUS,1134.4
HIMATSEIDE,1131.1
LGHL,1127.1
CENTENKA,1126.9
SHREDIGCEM,1126.8
RUBYMILLS,1119.2
KAPSTON,1116.7
MANAKCOAT,1115.0
MADRASFERT,1111.0
CREST,1108.1
MWL,1104.9
HMAAGRO,1101.7
MANALIPETC,1100.8
ARIHANTSUP,1099.4
STEL,1098.5
JINDALPHOT,1097.9
CNL,1096.2
IRMENERGY,1092.2
OAL,1090.5
ANDHRSUGAR,1085.0
SALASAR,1083.7
BALAJITELE,1075.2
GKWLIMITED,1066.8
RSL,1065.5
AVTNPL,1062.9
THEMISMED,1058.9
DAMCAPITAL,1058.9
AMNPLST,1058.3
WEALTH,1054.8
BIL,1047.5
MODISONLTD,1045.7
CENTRUM,1042.0
ALICON,1041.5
KRISHIVAL,1040.5
GANDHITUBE,1037.8
BIRLANU,1036.9
WCIL,1035.9
MAFATIND,1034.8
HEALTHX,1033.8
BAJAJHCARE,1029.4
LIKHITHA,1026.1
AFSL,1022.8
CONTROLPR,1017.2
YUKEN,1014.9
GAYAPROJ,1014.0
GRPLTD,1013.3
MAMATA,1010.6
GKSL,1009.2
PRIMESECU,1008.0
BCLIND,1007.7
AQYLON,1003.5
INDOAMIN,1002.1
UNIECOM,1000.2
TNPL,1000.2
EIMCOELECO,995.0
CIFL,994.5
AMBIKCO,985.3
MICEL,978.0
ZUARI,975.1
RAJOOENG,972.7
GEMAROMA,966.4
SWELECTES,965.3
WANBURY,960.8
BHAGERIA,960.2
BSHSL,959.1
QUICKHEAL,957.7
SUYOG,951.4
SIGACHI,948.6
MUNJALAU,948.5
TVSELECT,944.8
ARIS,942.3
ESTER,937.8
MASTERTR,937.3
GCSL,932.7
SURAJEST,919.8
NDTV,919.5
ROHLTD,918.7
ARIHANT,917.9
FINKURVE,917.8
KOPRAN,917.4
RSWM,913.8
STERTOOLS,912.2
SGIL,911.5
NAHARSPING,906.7
DHARMAJ,901.9
MENONBE,901.1
AVADHSUGAR,894.8
GHCLTEXTIL,888.8
ORICONENT,888.7
VHLTD,888.5
PRECOT,888.0
ARROWGREEN,887.2
HEXATRADEX,885.6
KOKUYOCMLN,882.7
SADHNANIQ,880.5
SEJALLTD,879.2
DHAMPURSUG,878.4
DENTA,870.4
AHCL,870.1
NCLIND,869.8
UTTAMSUGAR,865.5
SCODATUBES,864.3
EXCELSOFT,863.1
MEIL,862.1
GICHSGFIN,861.6
SYSTMTXC,861.5
TNPETRO,851.1
TEMBO,850.8
KABRAEXTRU,849.8
VIVIANA,843.6
MAXIND,840.8
IFBAGRO,840.2
KRYSTAL,838.4
MATRIMONY,836.3
OMINFRAL,835.9
SRHHYPOLTD,834.2
SUDARCOLOR,833.0
RMDRIP,832.9
BODALCHEM,832.5
STANLEY,830.6
EIFFL,828.3
DECCANCE,827.3
VLSFINANCE,825.3
DVL,823.3
BAJAJINDEF,821.0
KELLTONTEC,820.5
PROSTARM,819.4
ASAL,819.4
SALSTEEL,817.9
SVLL,817.8
JITFINFRA,814.8
REGAAL,814.6
CCCL,809.1
AGARIND,808.8
VASCONEQ,807.2
FAIRCHEMOR,804.2
BORANA,802.0
ELDEHSG,800.4
GLOSTERLTD,798.9
PDMJEPAPER,798.6
VALIANTORG,798.3
ADVENTHTL,798.1
KAMDHENU,796.9
BIRLAMONEY,794.3
ECOSMOBLTY,792.0
GAUDIUMIVF,790.7
DWARKESH,787.7
SARLAPOLY,787.2
ANUHPHR,783.8
GANESHCP,777.9
STCINDIA,776.9
ZUARIIND,776.7
NRAIL,770.3
EMKAY,765.2
UNIENTER,765.0
ARIHANTCAP,764.5
BLAL,762.8
RAMASTEEL,760.8
RITCO,757.3
PVP,754.9
HERANBA,751.7
KECL,751.5
MAANALU,749.9
TVTODAY,748.8
ABINFRA,744.8
GANESHBE,741.5
DBOL,736.8
SANDESH,734.6
UNITEDPOLY,734.4
MUKKA,730.5
CONSOFINVT,730.4
DPSCLTD,729.4
EVERESTIND,729.2
KOTHARIPET,729.1
CEWATER,728.1
ADSL,722.6
GEECEE,715.7
MMP,714.3
PATELRMART,711.4
PROZONER,707.0
ATL,706.0
20MICRONS,704.4
ADVANCE,703.6
COFFEEDAY,703.5
BIGBLOC,700.9
CHEMCON,699.6
MVGJL,698.6
AHLWEST,695.1
FABTECH,694.3
SUPREMEINF,692.3
XCHANGING,690.7
INDOFARM,690.6
LINC,688.2
GTPL,684.9
IRISDOREME,682.5
INNOVISION,680.8
SOUTHWEST,680.1
ZIMLAB,680.1
KSOLVES,673.3
KUANTUM,671.5
RADHIKAJWE,670.2
VAKRANGEE,669.4
PANACHE,668.4
WELINV,665.4
MANBA,663.2
PREMIERPOL,662.0
PVSL,658.7
MINDTECK,658.1
MERCURYEV,657.5
MODIS,656.3
CHEVIOT,654.3
TREL,652.6
VISAKAIND,651.5
COMSYN,648.7
SUBEXLTD,648.1
KILITCH,646.8
SAURASHCEM,645.7
MAGADSUGAR,645.5
DMCC,643.5
ONWARDTEC,640.4
INNOVANA,637.4
JAYAGROGN,636.6
SNOWMAN,633.6
BIRLACABLE,633.0
OCCLLTD,632.1
PYRAMID,630.6
MALLCOM,630.2
PPL,629.2
AMANTA,629.0
SPECIALITY,627.1
MCLEODRUSS,626.4
HMVL,626.3
DCMSIL,622.9
SUTLEJTEX,622.1
NAHARPOLY,617.3
ORBTEXP,615.1
APTECHT,612.5
GLOTTIS,612.3
HINDCOMPOS,610.7
SOFTTECH,609.1
VISACHROME,607.8
ONMOBILE,607.1
CHEMBONDCH,605.2
PRIMO,602.9
AFIL,599.6
FOCUS,597.5
OSWALAGRO,588.4
DISHTV,583.7
OSWALGREEN,581.9
LOKESHMACH,579.8
TIRUPATIFL,579.6
KANORICHEM,578.1
NRL,573.3
KRONOX,571.4
MUFTI,570.9
SHREERAMA,565.9
TRANSPEK,562.9
PASUPTAC,562.0
TPLPLASTEH,561.6
NBIFIN,560.9
PTL,558.0
SATIA,557.1
SUKHJITS,556.1
URJA,555.0
BESTAGRO,551.2
SHIVAUM,550.8
IRIS,548.1
HITECHCORP,547.0
GLOBAL,544.4
SAYAJIHOTL,539.6
KHAICHEM,539.3
KAMATHOTEL,535.1
LAXMIINDIA,534.4
MODINATUR,532.2
MGEL,531.9
REPRO,530.8
KNAGRI,529.7
CHEMFAB,524.6
THEINVEST,521.4
SCHAND,520.6
INTLCONV,520.5
RBZJEWEL,519.9
PENINLAND,519.2
NAHARINDUS,518.4
DHUNINV,518.3
HLVLTD,517.5
TERASOFT,517.5
ZEEMEDIA,516.6
ENIL,515.4
MUNJALSHOW,514.9
DAVANGERE,514.8
KOTYARK,513.9
GFLLIMITED,512.8
HTMEDIA,512.4
RKSWAMY,512.3
CSLFINANCE,511.6
EMAMIPAP,511.5
WSI,509.5
RUSHIL,508.2
BMWVENTLTD,506.8
NILASPACES,506.5
SREEL,505.9
SCPL,505.3
